# mode: benchmark
# mpi_ranks: 1
# omp_threads_per_rank: 1
# n_src: 1000000
# n_trg: 10000
# eps: 0.001
# reference_eps: 1e-14
# seed: 0
# uniform: 0
# set_fixed_charges: 1
# n_per_leaf: 280
# warmup_runs: 1
# measured_runs: 5
# reference_kernel_normalization: 1/(4*pi*r)
# dmk_output_scaled_by: 1/(4*pi)
run_idx,build_time,eval_time,total_time,eval_pts_per_sec,total_pts_per_sec,grad_src_rel_l2,grad_trg_rel_l2,grad_src_max_rel,grad_trg_max_rel
0,0.87688786900253035,7.1312242919811979,8.0081121609837282,141630.65956791013,126122.1096428712,7.2884303185910624e-05,6.6013366909442044e-05,0.24903536771319265,0.065190418869904149
1,0.87406773900147527,7.1313674779958092,8.0054352169972844,141627.81585949755,126164.28371758599,7.2884303185910624e-05,6.6013366909442044e-05,0.24903536771319265,0.065190418869904149
2,0.87343799698282965,7.1234932010120247,7.9969311979948543,141784.37060296634,126298.44811635328,7.2884303185910624e-05,6.6013366909442044e-05,0.24903536771319265,0.065190418869904149
3,0.87113613999099471,7.1115324530110229,7.9826685930020176,142022.8349759363,126524.10509505724,7.2884303185910624e-05,6.6013366909442044e-05,0.24903536771319265,0.065190418869904149
