# mode: benchmark
# mpi_ranks: 1
# omp_threads_per_rank: 64
# n_src: 1000000
# n_trg: 10000
# eps: 9.9999999999999998e-13
# reference_eps: 1e-14
# seed: 0
# uniform: 0
# set_fixed_charges: 1
# n_per_leaf: 280
# warmup_runs: 0
# measured_runs: 1
# reference_kernel_normalization: 1/(4*pi*r)
# dmk_output_scaled_by: 1/(4*pi)
run_idx,build_time,eval_time,total_time,eval_pts_per_sec,total_pts_per_sec,grad_src_rel_l2,grad_trg_rel_l2,grad_src_max_rel,grad_trg_max_rel
0,1.6859169569797814,4.0681544570252299,5.7540714140050113,248269.8261998994,175527.88753051098,3.1865086601381675e-13,5.6921912036226121e-13,1.1966288671288513e-09,2.1169453615217699e-10
