# mode: benchmark
# mpi_ranks: 2
# omp_threads_per_rank: 16
# n_src: 1000000
# n_trg: 10000
# eps: 0.001
# reference_eps: 1e-14
# seed: 0
# uniform: 0
# set_fixed_charges: 1
# n_per_leaf: 280
# warmup_runs: 0
# measured_runs: 1
# reference_kernel_normalization: 1/(4*pi*r)
# dmk_output_scaled_by: 1/(4*pi)
run_idx,pot_build_time,pot_eval_time,pot_total_time,pot_eval_pts_per_sec,pot_total_pts_per_sec,potgrad_build_time,potgrad_eval_time,potgrad_total_time,potgrad_eval_pts_per_sec,potgrad_total_pts_per_sec,eval_overhead,total_overhead,pot_src_rel_l2,pot_trg_rel_l2,pot_src_max_rel,pot_trg_max_rel,grad_src_rel_l2,grad_trg_rel_l2,grad_src_max_rel,grad_trg_max_rel
0,0.25437911599874496,0.10035094100021524,0.35473005699896021,10064678.915146731,2847235.4684141143,0.23524967000048491,0.28855287202168256,0.52380254202216747,3500225.0815375913,1928207.5190029461,2.8754376306353087,1.4766229466247425,0.00020723136678267592,0.00025664259381736091,133.0189886507894,64.227282660000014,7.2884303185910624e-05,6.6013366909442139e-05,0.24903536771319265,0.065190418869907479
