# mode: benchmark
# mpi_ranks: 4
# omp_threads_per_rank: 32
# n_src: 1000000
# n_trg: 10000
# eps: 9.9999999999999995e-07
# reference_eps: 1e-14
# seed: 0
# uniform: 0
# set_fixed_charges: 1
# n_per_leaf: 280
# warmup_runs: 0
# measured_runs: 1
# reference_kernel_normalization: 1/(4*pi*r)
# dmk_output_scaled_by: 1/(4*pi)
run_idx,pot_build_time,pot_eval_time,pot_total_time,pot_eval_pts_per_sec,pot_total_pts_per_sec,potgrad_build_time,potgrad_eval_time,potgrad_total_time,potgrad_eval_pts_per_sec,potgrad_total_pts_per_sec,eval_overhead,total_overhead,pot_src_rel_l2,pot_trg_rel_l2,pot_src_max_rel,pot_trg_max_rel,grad_src_rel_l2,grad_trg_rel_l2,grad_src_max_rel,grad_trg_max_rel
0,0.23265867299960519,0.25541279000026407,0.48807146299986925,3954383.0205173194,2069369.0915509858,0.2177770429998418,0.29140697799994086,0.50918402099978266,3465943.0839031073,1983565.7804360501,1.1409255503596338,1.0432571039293053,2.8479363563826611e-07,3.3665652773576516e-07,0.27879536903684887,0.081040861764631308,1.8512529774990063e-08,3.6625995849805877e-08,0.0010017064477097089,0.00011084258042656848
